id,name,salary,dob,join_date,performance,remarks,sector
7406,WDgpFswL,122827.82,1996-06-01,2014-11-09,1.54,Promising,Healthcare
7407,glYynUMQ,118223.77,1999-04-14,2006-12-13,1.57,Team player,IT
7408,uyXQqTzwOx,92008.66,1987-12-01,2005-10-05,3.18,Promising,IT
7409,,74104.54,2003-09-10,2023-12-17,,Team player,Manufacturing
7410,zgYmnJW,133008.99,1979-10-20,2017-10-11,,Unreliable,Education
7411,WCh,84803.5,2013-03-06,2006-07-26,2.48,Unreliable,Manufacturing
7412,UDLAx,,2004-04-09,2017-04-08,3.43,,IT
7413,kbOQ,67432.77,1982-01-30,2019-08-22,2.57,Unreliable,Education
7414,rgN,70528.67,1981-12-10,2001-03-26,4.61,Promising,
7415,atGmF,133402.92,1964-06-27,,4.85,,Education
7416,ocgqDrkPS,74410.4,2014-05-30,2023-09-08,1.09,Unreliable,IT
7417,otNIU,137402.35,1988-01-06,2020-11-29,1.93,,
7418,RdxfoqJ,137263.79,1995-02-28,2005-03-16,4.1,Good worker,
7419,HXdM,52383.13,1994-07-12,2003-08-29,1.67,Good worker,Manufacturing
7420,utPg,85563.5,2007-04-02,2001-02-26,1.64,Needs improvement,
7421,rCPKrCnBl,61156.86,1994-03-11,2004-10-20,,Needs improvement,Manufacturing
7422,IlPT,,1986-10-29,2001-08-24,3.03,—,Finance
7423,HDpwD,97555.69,2006-08-11,2003-02-17,3.63,Good worker,
7424,AlZWyROGOU,117812.61,,2019-05-09,4.78,,Manufacturing
7425,,121489.08,2006-09-20,2003-06-26,4.05,Needs improvement,Finance
7426,tmKDRLeNS,72211.43,1980-01-07,2023-01-22,,Team player,Education
7427,egUCxCOQF,unknown,2005-11-14,2006-06-20,3.96,Promising,Education
7428,MdFfqM,37719.53,1976-03-24,2003-06-23,1.4,Team player,Healthcare
7429,COwbWcVpn,137609.47,1973-07-24,2021-12-23,4.66,,
7430,fVOusabKk,125301.24,1991-10-11,2016-05-29,3.93,Unreliable,IT
7431,UCjjNPS,,2005-02-16,,poor,Good worker,Education
7432,,107770.8,1958-04-03,2002-05-05,3.6,Leadership potential,Healthcare
7433,pbnsTMksY,110019.24,2000-10-09,2014-12-25,3.6,,Finance
7434,ROiYzRY,127168.75,1959-10-29,2010-10-21,,Leadership potential,
7435,STpOS,104706.81,1992-03-31,2007-06-28,3.88,—,Finance
7436,ylGXt,135814.07,1970-06-12,2023-12-04,2.52,Team player,Healthcare
7437,zYekHuBPF,,1959-10-14,2019-11-27,4.63,Promising,IT
7438,Aaa,53533.36,1964-04-03,2012-02-05,3.51,Promising,Retail
7439,JgrKll,111284.98,1961-08-08,2004-12-03,3.9,Needs improvement,IT
7440,gwoYixduxd,89850.18,1995-06-27,2018-11-10,4.76,Good worker,Finance
7441,lJHy,,1998-06-14,2010-06-09,4.88,Needs improvement,Education
7442,,82082.47,1991-03-09,2008-10-31,3.42,Team player,Education
7443,PxwzmYPBI,86353.67,1992-11-22,2004-08-24,4.07,,Finance
7444,yGGSZ,88469.85,1983-03-14,2010-08-14,4.71,,Finance
7445,AMDjEeoYk,106588.86,1994-10-10,2010-11-02,2.04,Unreliable,Education
7446,FgwK,147783.8,1967-10-03,2008-07-27,1.31,Unreliable,Retail
7447,gMq,63529.64,2015-09-03,2001-04-17,,,Education
7448,GgZRcW,unknown,1952-01-03,2018-12-06,,Leadership potential,Healthcare
7449,AwbmI,63494.42,2001-09-21,2008-05-11,1.69,Leadership potential,IT
7450,cDr,57937.43,1996-06-09,2010-05-02,4.89,Good worker,Education
7451,DARNFBzkb,37938.44,1984-04-04,2016-09-10,,,IT
7452,aLv,73997.05,1993-03-21,2018-07-29,2.25,Unreliable,Finance
7453,soepc,140586.26,1983-06-07,2021-07-04,1.08,,Education
7454,uIysXsc,134357.52,invalid_date,2006-11-27,2.81,Needs improvement,Healthcare
7455,GzEvR,84537.34,1994-10-27,2020-02-01,3.99,—,Retail
7456,cGYjmx,unknown,1996-05-02,2010-09-10,4.34,Team player,IT
7457,XZcaBjbT,146092.93,1963-07-12,2001-01-25,3.52,Promising,Healthcare
7458,QnsDZMKAcD,110247.47,1958-08-02,unknown_date,poor,Good worker,Manufacturing
7459,nEGCsTfQ,50594.98,1950-09-16,2009-10-08,2.34,Leadership potential,Healthcare
7460,OniorKCCl,78588.57,2006-06-08,2016-01-30,2.4,Needs improvement,Finance
7461,eEhLmunS,101617.39,1950-09-02,2018-01-08,4.4,Good worker,Manufacturing
7462,QKr,89522.07,1996-01-29,2001-06-11,poor,Team player,Education
7463,kvPphfbSDj,134086.64,2015-07-12,2005-02-20,2.87,Promising,Manufacturing
7464,VbztukU,94076.69,1960-05-16,2008-12-03,2.68,Needs improvement,Retail
7465,PITJf,73904.76,1985-04-18,2008-06-27,1.56,Needs improvement,
7466,YjK,97155.0,2009-06-10,2012-09-06,3.69,,
7467,soh,74113.62,2000-10-06,2022-05-17,4.69,,Manufacturing
7468,ZujzI,142706.76,1986-06-16,2010-09-09,2.32,—,Finance
7469,CALnJqUv,52488.05,1953-07-28,2012-11-14,3.56,Needs improvement,
7470,ifRDt,70561.07,1976-09-17,2002-07-23,3.86,Needs improvement,
7471,OnLGK,73812.29,1992-04-21,2011-06-29,3.5,Leadership potential,
7472,BSeG,59195.07,1974-06-25,2022-05-22,4.35,Promising,
7473,UuPXYLnxcN,118754.77,invalid_date,2023-03-18,,Unreliable,
7474,rgs,149013.79,1972-05-11,2009-08-19,1.83,,IT
7475,xevMfL,,1950-07-26,2010-07-04,2.08,Unreliable,Finance
7476,NUae,unknown,,2016-04-21,1.17,—,Finance
7477,iSeIDheeOp,133311.88,1985-10-14,unknown_date,4.22,—,Retail
7478,oFggtwZV,148674.17,1997-05-12,2014-10-26,,,Healthcare
7479,zreC,118213.03,2009-09-17,2020-05-08,1.51,Unreliable,
7480,PjSusLToyi,52809.62,2008-03-09,,3.43,,
7481,TBjtIyhWM,72311.2,1956-04-08,2000-02-17,4.91,Needs improvement,Manufacturing
7482,obCAjTUh,119394.88,1958-09-30,2017-07-12,3.01,Promising,Healthcare
7483,VGGggLux,unknown,1974-06-22,2003-08-18,1.41,Team player,
7484,QVBLiIEM,137987.84,1953-05-02,2008-08-22,1.53,,IT
7485,KxHhalB,138855.09,2003-07-11,2007-03-31,4.99,Team player,Education
7486,zxP,98256.55,1985-10-28,2003-12-28,4.24,Good worker,Finance
7487,,36535.61,2016-02-20,2002-06-08,,Leadership potential,
7488,UjRINx,,1967-08-03,2024-04-21,3.74,—,Retail
7489,EYi,108469.91,2003-02-06,2014-11-13,3.14,—,Healthcare
7490,igcxXaSOoA,92573.26,2010-07-02,2008-07-02,3.57,Good worker,
7491,,51219.83,1990-05-12,2017-06-02,1.59,—,Manufacturing
7492,QZH,,2013-11-15,2005-12-01,4.77,Good worker,Finance
7493,cVdAj,51401.03,,2013-08-29,4.09,Promising,Manufacturing
7494,AUkGP,51499.43,,2009-06-21,1.66,Leadership potential,Healthcare
7495,GxfciXSwwM,89026.54,1972-09-11,2011-03-09,1.07,Leadership potential,Education
7496,knYWT,81921.07,1954-11-24,2007-02-28,4.01,Good worker,IT
7497,mkjTcYp,unknown,2012-10-16,2023-05-03,1.65,Team player,Education
7498,QCN,90595.61,,2005-05-27,2.73,Leadership potential,Healthcare
7499,mEJSb,142408.27,1992-09-22,2015-08-05,,Unreliable,Finance
7500,ymsEfgoLx,47296.55,1991-12-17,2004-12-07,,Promising,Manufacturing
7501,uVOHOoXf,52330.11,1994-05-20,2012-04-28,2.75,Unreliable,Education
7502,mXECiM,,2008-02-24,2008-04-26,2.13,,IT
7503,wQGhZRSDue,,2002-10-23,2002-04-30,1.64,Good worker,Retail
7504,kDzqeuTwDY,148329.16,2007-12-22,2012-07-15,1.02,Team player,Retail
7505,oTll,108016.05,2006-12-09,unknown_date,4.81,Unreliable,
7506,aUBxn,79732.7,2000-09-13,2006-10-21,3.02,Unreliable,Finance
7507,tHiU,89798.45,1952-05-20,unknown_date,3.76,Unreliable,
7508,XIvagxb,125227.31,invalid_date,2014-02-27,4.15,Promising,
7509,aWngvoo,66133.74,1987-07-14,2006-05-04,2.66,,IT
7510,oOK,70888.63,1990-02-19,2000-05-26,2.33,Unreliable,IT
7511,ssZ,,1996-12-04,2013-06-02,3.87,Team player,
7512,XNToEA,,1980-12-09,2000-07-23,2.12,Good worker,
7513,CLTF,89507.92,2003-06-07,2003-07-04,1.34,,IT
7514,mzhYf,58317.68,2003-05-14,2001-05-23,3.93,,Retail
7515,CZu,51261.47,invalid_date,2006-12-02,4.38,Unreliable,Healthcare
7516,FKbRvXJv,112073.71,,2006-10-09,3.45,,Finance
7517,SKhXYr,133198.73,1957-12-03,2003-04-01,2.64,Unreliable,Healthcare
7518,XIYlu,119654.26,1953-04-03,2017-08-22,,Good worker,
7519,YDLjW,,2014-08-20,2016-07-25,3.69,,Finance
7520,WjCGyqz,101818.49,1962-11-08,2003-09-24,3.62,Leadership potential,Retail
7521,Nty,,1951-09-04,2014-04-16,1.65,,IT
7522,XTCisXHuJ,127117.02,1953-05-02,2001-08-25,1.36,Team player,
7523,Dfs,43824.57,1958-07-10,2018-06-05,1.61,Promising,Manufacturing
7524,boje,120409.91,2008-01-25,2003-03-25,1.22,Needs improvement,Retail
7525,zUbOwn,43338.37,1952-05-14,2006-11-11,4.81,Promising,Manufacturing
7526,NmA,71230.21,1970-01-25,2023-09-30,3.28,Good worker,
7527,OBgo,107030.67,1975-04-14,2024-03-15,1.65,Team player,IT
7528,WVYmN,83850.71,,2011-12-01,1.15,,IT
7529,Lpeubc,58415.21,1967-02-01,2020-04-24,2.58,Good worker,IT
7530,cKnC,96291.99,2012-05-24,2003-04-19,4.95,,Finance
7531,ZDuBmsyd,104982.2,1981-12-08,2012-09-17,3.92,Leadership potential,Retail
7532,DuOPJD,97705.93,,2005-09-30,1.09,Promising,Manufacturing
7533,bVSt,,1950-03-26,unknown_date,3.44,—,Finance
7534,BeAKnsRmF,136941.42,2007-05-03,2000-12-31,,Promising,Healthcare
7535,GfiHqqioGa,144131.57,1961-03-11,2004-10-21,excellent,—,Finance
7536,WhhfDbyc,142593.29,1996-11-24,2010-05-15,3.47,Good worker,Retail
7537,iRFHa,91825.91,2004-08-22,2021-01-03,1.0,Team player,Finance
7538,MuwKCqrM,54831.9,1982-09-28,2003-09-14,3.98,Team player,Finance
7539,EPbMhQALm,54441.1,1959-09-26,2020-01-11,1.2,Needs improvement,Retail
7540,UNK,137876.87,1984-02-15,2022-10-19,4.25,,Retail
7541,WBW,33972.7,2004-10-19,unknown_date,3.83,Unreliable,Healthcare
7542,,131199.8,1972-08-16,2018-04-15,1.81,Leadership potential,Manufacturing
7543,dOHldH,119527.66,1955-09-11,2007-08-12,3.36,Promising,IT
7544,xYzgm,41450.27,2010-07-24,2002-01-17,1.58,,Healthcare
7545,YmNxA,141015.16,1989-02-13,2011-01-12,,Needs improvement,Education
7546,rEoHTk,114937.12,1998-04-15,2014-03-03,3.59,Good worker,Healthcare
7547,noTGTiUfB,140221.18,1997-11-30,unknown_date,1.29,Good worker,
7548,,33261.31,2018-06-06,2021-02-24,4.47,Needs improvement,Finance
7549,kYPLTbVK,69526.5,2015-07-11,,,,IT
7550,MOudyWGk,,1960-02-11,2011-09-29,4.3,,IT
7551,,40931.57,1953-10-10,2004-12-06,2.1,Needs improvement,Finance
7552,PCrORYRV,129655.82,2004-11-30,2015-04-09,3.56,Unreliable,Education
7553,BzGcu,144784.96,2010-12-16,2009-11-03,4.17,,Retail
7554,AHXeqQDVK,38746.0,2003-05-03,2005-06-13,1.53,Team player,Retail
7555,gOB,unknown,1956-06-05,2004-01-23,2.38,Needs improvement,Education
7556,KMOAPxQsg,unknown,1980-01-20,2014-11-09,2.11,Team player,Finance
7557,xsuDFe,72757.41,1998-04-10,2018-09-15,3.0,Needs improvement,Retail
7558,jielGHGB,92515.76,1978-09-13,2010-05-01,4.29,Needs improvement,Healthcare
7559,pofiba,86087.15,1977-10-20,2020-10-16,3.66,Team player,Retail
7560,aaNZf,89303.23,1950-02-26,2014-12-10,2.79,,IT
7561,QMiztjUH,144193.71,1950-06-06,2005-11-05,3.65,Unreliable,Manufacturing
7562,JHBQMJY,77640.41,1990-01-23,2013-10-18,2.58,—,Manufacturing
7563,DgcJbFLoVx,,1997-12-31,2012-01-16,4.38,Good worker,Education
7564,tvmK,138195.49,2010-05-17,2003-07-26,1.89,Good worker,
7565,YRRRkHnvbd,35443.97,1959-01-23,2005-06-28,2.58,Good worker,Retail
7566,LAthx,73040.23,2011-12-31,,4.79,Good worker,Manufacturing
7567,VgIsE,39406.01,1987-02-09,2013-10-16,1.32,Unreliable,IT
7568,iqedjcFXCA,62539.53,invalid_date,2022-09-19,2.32,Good worker,Retail
7569,IPpNWoCH,90976.03,1992-08-08,2006-12-22,3.29,Good worker,Finance
7570,,125295.83,invalid_date,2003-10-05,,Unreliable,IT
7571,jLrSKpDc,38811.13,1959-07-09,2002-02-22,3.64,Promising,Retail
7572,,144748.06,,2015-01-11,3.5,,Manufacturing
7573,TAOenCRHAi,36765.54,,2013-04-22,4.25,—,Manufacturing
7574,VdPHlAqdnk,55034.73,1999-07-08,,4.95,Good worker,Manufacturing
7575,htQycTl,105331.91,1968-11-15,2023-03-15,3.88,Good worker,IT
7576,YVcYzXeki,111738.51,1987-11-13,2020-03-25,1.28,Unreliable,Finance
7577,JyfJe,66918.37,2008-08-26,2006-12-25,1.41,,Manufacturing
7578,VLnoDOSIiA,65261.39,,,4.77,,Finance
7579,RwW,59370.44,2008-12-29,2011-09-22,1.98,,Manufacturing
7580,TRZs,67810.85,,2023-11-15,2.19,,Education
7581,LOMEetuKWf,89666.06,2003-12-06,2006-09-06,2.28,,IT
7582,eZFESgq,72278.31,,2016-07-29,3.11,—,
7583,tdTIrQv,138060.23,2003-04-14,2011-05-13,4.41,Needs improvement,Education
7584,KcaaWq,,,2011-05-27,3.59,Promising,Manufacturing
7585,TJsOsnSS,62289.08,2000-05-24,2003-06-22,1.74,,IT
7586,IFU,136911.21,,2010-09-10,2.28,Good worker,Finance
7587,rPfS,148573.53,1985-01-25,2009-02-28,2.36,,Healthcare
7588,BEWDgVjOQ,141844.14,1976-11-23,2002-01-12,2.69,—,Education
7589,KkyRuKjWhn,88660.17,,2024-04-06,1.66,Leadership potential,Healthcare
7590,qjCw,,1965-07-26,2005-06-08,4.96,Unreliable,Retail
7591,RDfv,71155.75,1996-01-21,2008-05-29,2.89,Unreliable,Retail
7592,ZDNpmnSDY,51686.18,1970-11-18,2000-03-01,2.27,Good worker,Finance
7593,,,1979-04-13,2000-08-25,2.43,Unreliable,Healthcare
7594,tHnh,91048.22,1999-05-27,2015-01-25,3.79,Needs improvement,Finance
7595,AnBc,112305.56,1999-09-21,2022-10-02,3.15,—,IT
7596,YlXadvqX,,2010-05-09,2006-11-24,3.11,Leadership potential,Healthcare
7597,ZYy,55830.54,1969-12-17,2022-08-29,2.46,Team player,IT
7598,LeqnyO,62023.2,1951-03-24,2001-12-18,1.91,Promising,Education
7599,dMjBnv,unknown,1979-10-21,2015-06-21,average,Good worker,Manufacturing
7600,KKsCe,127119.06,1961-05-02,unknown_date,2.5,Promising,Healthcare
7601,,,2008-01-19,2020-12-21,3.16,,Finance
7602,ZLwsoVwsX,131689.02,1969-07-13,2023-07-13,1.57,Good worker,Finance
7603,sYdHRTndG,58214.59,1955-02-15,2022-08-19,3.59,Team player,Manufacturing
7604,,116949.03,invalid_date,2018-07-16,2.09,,
7605,lbe,148007.37,invalid_date,2017-02-16,1.45,Good worker,Education
7606,mgwbGH,75010.43,1963-10-15,2006-02-23,,Needs improvement,Retail
7607,RzQM,unknown,2004-07-17,2009-08-22,1.45,—,
7608,AVjWZrC,54796.81,1965-03-21,2020-04-11,3.11,Unreliable,Manufacturing
7609,tGywL,112415.88,1979-03-25,2020-04-12,,,
7610,iWYbe,48536.33,2002-11-21,,1.84,Leadership potential,Finance
7611,VxtNti,118877.61,1973-06-23,2019-11-03,4.01,Needs improvement,
7612,MMIxJz,112589.92,1973-10-29,2022-08-16,2.06,Needs improvement,Finance
7613,AnYNm,unknown,2014-05-29,2004-09-21,2.78,Promising,Finance
7614,FhfZa,147630.14,2004-03-19,2013-12-19,3.1,Unreliable,Retail
7615,jPAthAALPe,119780.29,2005-10-31,2011-12-21,1.71,Good worker,Healthcare
7616,ykgiO,45588.74,1992-01-22,2012-03-02,1.62,Team player,IT
7617,jrOmxE,143649.51,2008-06-05,2016-07-13,3.12,Good worker,
7618,CECNRgp,139065.68,1974-08-14,2017-12-30,3.77,,Healthcare
7619,usFQi,126744.0,1950-04-21,2002-08-05,,Promising,IT
7620,bEWYA,57195.81,2012-08-01,2007-07-25,3.61,—,Manufacturing
7621,VZNi,34269.76,1963-09-20,2010-02-10,2.57,Team player,Retail
7622,QUbRsp,65548.46,1973-10-21,2023-04-21,3.37,Good worker,
7623,OOvyBG,122369.81,1964-10-22,2000-12-12,3.57,,Education
7624,pCtJpDfSSC,135416.51,1958-04-20,2021-12-14,3.59,Promising,Education
7625,uhcfkiEeuj,45158.25,1987-05-24,2006-07-26,excellent,Unreliable,Healthcare
7626,foiF,139665.71,1975-11-30,2016-07-26,3.95,,Finance
7627,uDtnnFmMPI,85763.86,1966-06-20,2003-02-08,3.08,—,Finance
7628,HzeUwT,,1969-07-19,2001-06-16,1.1,,Retail
7629,ZnQeSfxOah,120325.61,2017-11-16,2018-10-06,3.79,Good worker,IT
7630,LwehzEB,30824.94,1986-07-21,2012-04-19,1.37,Promising,Retail
7631,GxNYUQF,64350.35,2012-12-08,2022-09-23,4.62,,Manufacturing
7632,soMgkbs,120751.36,2009-03-04,2003-07-17,,Team player,Retail
7633,kQaXsLP,76784.17,1959-01-21,2015-11-16,4.55,Good worker,IT
7634,nFnnZ,47838.19,1983-01-11,2012-05-18,1.03,Leadership potential,Education
7635,bdcG,130613.58,1989-06-01,2023-03-21,1.81,—,Manufacturing
7636,QFlk,95769.31,1994-04-26,2016-11-09,1.84,Needs improvement,Manufacturing
7637,JFWco,87494.59,1972-12-20,2002-01-16,4.48,,Retail
7638,YAPFajugY,144394.58,,unknown_date,1.15,Team player,
7639,EBpyX,136932.74,1980-03-08,,1.8,,Manufacturing
7640,nXzBf,76981.28,invalid_date,2002-02-20,4.26,Needs improvement,Retail
7641,nwnHJIEuIO,138849.05,1973-01-23,2002-06-14,,Leadership potential,Education
7642,DUe,81102.95,1978-10-15,2015-07-07,4.99,Promising,Finance
7643,NLrppQcX,55066.31,,2000-08-17,3.96,Leadership potential,Education
7644,teYI,38562.88,,2012-06-25,1.37,Needs improvement,Finance
7645,pJkoT,89032.33,1963-08-17,2005-07-17,4.06,Unreliable,IT
7646,udEz,130490.95,invalid_date,2022-07-21,1.82,Leadership potential,Manufacturing
7647,gmzmJZYN,145474.47,2017-08-06,unknown_date,,—,Retail
7648,yPvX,117179.47,1977-09-13,2005-01-06,2.53,,Retail
7649,wksNCNKG,117662.42,1964-08-24,2023-10-06,2.47,Unreliable,Education
7650,ChJQmy,115118.57,1962-10-14,unknown_date,3.73,Team player,Retail
7651,ZvoL,81879.34,1958-02-02,2020-02-09,4.85,Unreliable,Finance
7652,hmzFPT,121750.57,2006-01-04,2012-10-25,4.0,—,Education
7653,rBemVbqxc,106878.28,1998-05-12,2005-09-06,2.06,Leadership potential,Finance
7654,VqfZDJGEx,,1979-09-07,2018-12-12,2.11,Needs improvement,IT
7655,LNix,105134.0,2000-07-22,2017-11-12,1.62,Promising,Finance
7656,fHAQLOfG,137222.39,2001-04-23,2024-04-27,average,—,Education
7657,bNzzPKJndg,127627.16,,2009-04-12,1.99,Promising,Manufacturing
7658,ykst,125901.84,1967-02-28,2008-02-02,4.75,Unreliable,Retail
7659,gCkIrB,unknown,2012-02-25,2018-04-17,1.31,Unreliable,Education
7660,CKeZfI,67903.71,1969-04-13,2007-01-20,2.61,,Education
7661,nWGtcfIa,52833.74,2008-10-23,2008-02-02,poor,,Retail
7662,jxzsPCrzyE,,,2001-09-04,4.49,Needs improvement,Manufacturing
7663,ETKV,108171.6,1954-08-30,2021-09-04,1.45,Leadership potential,Manufacturing
7664,zrJoqjax,100783.25,1978-04-23,2007-11-08,,—,Retail
7665,znlm,119678.48,1970-11-14,,4.47,Team player,
7666,yeAimGfvaw,94493.68,1970-02-03,2004-08-22,2.03,—,IT
7667,TraU,68314.22,2014-07-22,2019-11-27,2.58,—,Finance
7668,vlMzKKkI,,1962-08-15,2003-05-24,,Unreliable,IT
7669,zpBNZxdTfU,unknown,1968-10-03,2009-04-19,2.87,Leadership potential,Education
7670,DbpI,67928.09,2011-06-12,2021-01-05,3.21,Promising,IT
7671,JQUw,45204.83,1957-11-24,2010-04-19,2.77,Needs improvement,Retail
7672,OHL,unknown,1966-09-02,2010-02-03,2.9,,IT
7673,IZoqFkn,127006.77,1973-04-06,2003-05-27,3.95,Good worker,Retail
7674,KXWwsYRkt,,2012-03-31,2020-11-29,,Good worker,IT
7675,uxkWWAAa,136416.8,2010-10-11,2021-08-23,1.69,Needs improvement,Finance
7676,UaxkhCvEke,80755.42,1996-10-04,2005-04-28,1.73,Unreliable,Education
7677,ONBxUgz,142045.15,2005-04-11,2019-02-12,4.95,Team player,Manufacturing
7678,WsB,39262.34,1984-02-14,2018-03-22,2.6,Leadership potential,Manufacturing
7679,tup,64939.15,1960-10-17,2001-11-16,,Needs improvement,Manufacturing
7680,XhMZTr,111024.11,2003-04-25,2022-04-15,4.74,Leadership potential,Finance
7681,xkPZl,107600.4,1974-12-11,2015-08-16,3.11,Unreliable,Manufacturing
7682,ksg,,1972-01-29,2022-06-10,4.87,Team player,
7683,otn,50693.24,2001-05-28,unknown_date,4.5,Good worker,IT
7684,atT,129087.9,1962-01-12,2019-04-29,2.52,Promising,
7685,MuII,104458.88,1960-11-21,2000-05-08,2.83,,Manufacturing
7686,aGBE,126553.08,1969-07-05,2016-02-19,3.77,Leadership potential,IT
7687,tlyI,46092.63,2017-11-30,2010-05-10,2.01,,Finance
7688,IoaGgnplh,60895.66,2009-06-03,2006-06-16,average,,Finance
7689,rvTx,88877.69,2013-06-15,2002-09-10,4.9,Unreliable,Finance
7690,lVxGGON,107815.57,2005-01-05,2001-02-25,3.56,Good worker,IT
7691,BlbilaTp,99137.32,1951-11-26,unknown_date,2.54,Unreliable,IT
7692,VpJEww,73927.91,2017-09-09,2009-02-07,1.23,—,Education
7693,Ack,47052.73,invalid_date,2024-04-24,3.1,Good worker,Retail
7694,WeyynlbIR,129182.25,1989-10-21,2022-02-06,3.45,Unreliable,Manufacturing
7695,VrVmTloMH,,1999-12-16,2006-08-13,4.38,,IT
7696,egIbQ,121876.45,1984-11-06,2001-04-11,excellent,Unreliable,IT
7697,,43064.89,invalid_date,2017-12-03,2.26,Good worker,IT
7698,iaWKmfxeXS,57301.32,,2012-04-06,1.57,Team player,Manufacturing
7699,JoOIG,96170.97,1965-12-13,2010-06-01,4.54,Needs improvement,Healthcare
7700,mNvTYo,119993.63,1956-03-31,2020-09-28,2.13,Needs improvement,Finance
7701,gtfbsDs,117720.47,1981-06-30,2006-10-25,4.8,Good worker,Manufacturing
7702,rrMcyZqVs,93716.87,1971-04-08,2010-03-13,1.33,,Education
7703,ZpFQmemjus,34047.7,2018-02-02,2022-04-25,1.49,Team player,
7704,nKEAVuytKT,,2011-11-10,2007-02-23,1.18,Good worker,Healthcare
7705,eTlgMHvOh,unknown,1968-10-31,2013-08-09,3.61,,Retail
7706,KhVbSjiQMz,,1977-07-24,2014-06-03,2.99,Promising,IT
7707,tJATM,136841.78,,2021-03-09,1.0,,Healthcare
7708,DnYoZTP,,2014-10-16,2005-06-12,,,Healthcare
7709,RLCGUko,43859.88,1967-11-10,2006-01-19,,Unreliable,IT
7710,wtqAUKH,46931.49,1982-01-14,2005-06-06,2.79,,
7711,SHpYMaCw,unknown,1993-06-27,2024-02-15,3.57,,
7712,gDhhviBLS,49217.52,,2012-03-03,4.14,Promising,
7713,hcfzuot,128300.13,2005-11-27,,2.37,Team player,Finance
7714,IFgQPE,112773.71,1960-01-15,2006-04-16,3.61,Good worker,Manufacturing
7715,kbclgsFDt,30806.57,2004-03-10,2011-10-22,3.96,Promising,Healthcare
7716,noVQZg,,2015-04-21,2020-08-24,3.78,Unreliable,IT
7717,zqddhD,86802.21,1996-03-28,2010-12-19,4.28,Unreliable,Manufacturing
7718,ZnCbTZrqxr,unknown,1990-05-26,2010-03-16,3.55,—,Healthcare
7719,hOvsKTKrcV,59187.91,1957-11-26,2008-02-01,3.82,,IT
7720,Bin,55563.94,2003-01-17,2023-10-23,1.96,Unreliable,IT
7721,fXzvZXTPR,77976.56,1983-11-13,2024-07-07,3.95,,Retail
7722,EWkiC,96895.15,2002-08-21,,2.55,Leadership potential,Healthcare
7723,jcykXFG,123290.7,1951-06-16,2019-09-14,2.4,Needs improvement,Finance
7724,dVdPthW,39380.44,2013-11-07,unknown_date,2.1,Team player,Retail
7725,VaWjBuF,145313.47,2003-10-30,2020-01-10,2.0,—,
7726,fhZ,132732.93,2001-07-02,2018-02-16,3.1,Needs improvement,Healthcare
7727,VEwMEw,82726.94,1978-10-28,2000-11-28,3.43,Good worker,Healthcare
7728,JZYOyuMein,35290.89,1996-02-03,2020-01-27,3.03,Leadership potential,Healthcare
7729,ZmrSO,98947.39,1988-09-19,2005-04-02,4.74,Promising,Healthcare
7730,ynQAJwtB,52167.21,2005-04-28,2011-07-26,1.49,,IT
7731,nMqhPzTJ,30276.45,1984-03-22,2018-03-15,4.03,Needs improvement,Manufacturing
7732,iaXPkxb,107383.92,1959-01-12,2001-07-27,1.76,,Education
7733,YOqGuZP,58946.72,1997-06-29,2005-07-03,3.48,—,Manufacturing
7734,XUd,149709.61,1978-01-23,2010-02-15,4.32,Promising,Finance
7735,SVHq,122170.05,1965-01-26,2009-08-19,4.38,Unreliable,IT
7736,rOmlRap,,invalid_date,2002-07-20,2.13,—,Healthcare
7737,nJk,144848.76,1992-05-09,2006-07-15,,Unreliable,
7738,JVELE,61926.79,2007-04-02,2000-07-05,2.52,Team player,Finance
7739,KlwOShVKc,82469.01,,2002-12-11,2.02,Needs improvement,Education
7740,fvg,74466.98,1950-03-08,2018-08-18,2.04,Promising,Manufacturing
7741,,94052.34,2004-09-29,2012-08-26,2.39,Promising,IT
7742,xSrxpE,36581.56,1973-12-14,2009-04-15,2.44,Team player,Finance
7743,iDUTMNCE,146053.87,2011-03-10,2006-08-31,3.82,Unreliable,
7744,eFHps,108779.06,invalid_date,,1.47,,Healthcare
7745,RNlTRN,111164.0,1986-06-03,2024-03-14,3.33,Promising,
7746,GdDbFidh,80987.57,2009-04-23,2007-05-10,4.85,,Finance
7747,fGC,unknown,1975-07-29,2004-05-22,1.91,,
7748,Cydb,37309.26,2001-12-29,2004-07-29,average,Unreliable,Manufacturing
7749,XWpF,56707.46,invalid_date,2021-12-17,1.77,,IT
7750,cNYYmOed,93256.42,1977-03-08,2021-07-13,1.84,Needs improvement,Finance
7751,dVDUIu,,,2015-07-11,3.6,,Manufacturing
7752,YmoL,39413.99,2017-02-26,2021-06-19,poor,Team player,Manufacturing
7753,ENLqf,91430.69,1969-12-12,2005-12-27,3.01,—,Retail
7754,Tqczh,144221.03,1953-10-24,2022-09-25,4.59,Leadership potential,Healthcare
7755,IVqtcLBhG,,1981-01-25,2005-01-12,1.65,Good worker,Healthcare
7756,FTuWBE,74247.56,1970-08-27,,3.48,Unreliable,Healthcare
7757,TNL,,2003-01-17,2008-03-06,1.71,Promising,
7758,UGSHyy,70717.42,1976-03-15,2022-06-10,1.47,Promising,Healthcare
